investor,commit,deal_size,invite,rating,int_rate,covenants,total_fees,fee_share,prior_tier,invite_tier
Deutsche Bank,Commit,800,180,1,Market,1,11,3.7,Bookrunner,Bookrunner
Wells Fargo,Commit,300,40,2,Market,1,0,0,Bookrunner,Bookrunner
Wells Fargo,Commit,1600,150,8,Above,1,277,31.9,Bookrunner,Participant
Wells Fargo,Commit,700,120,3,Market,2,55,2.8,Bookrunner,Bookrunner
Wells Fargo,Commit,1400,290,6,Market,1,158,56.4,Bookrunner,Bookrunner
Goldman Sachs,Decline,1400,160,8,Market,0,212,14,Bookrunner,Participant
MUFG Union,Commit,1000,210,10,Market,0,65,8.3,Participant,Bookrunner
Goldman Sachs,Commit,900,110,5,Above,1,82,20.5,Bookrunner,Bookrunner
Bank of America,Commit,600,100,1,Market,3,103,27.8,Bookrunner,Bookrunner
Bank of America,Commit,1300,300,6,Market,1,106,22.3,Bookrunner,Bookrunner
Deutsche Bank,Commit,900,140,1,Below,2,94,14.9,Bookrunner,Bookrunner
MUFG Union,Commit,700,100,3,Market,2,92,11.7,Bookrunner,Bookrunner
MUFG Union,Decline,1300,150,8,Above,0,109,16.9,Bookrunner,Participant
MUFG Union,Commit,1400,350,7,Market,0,46,0,Bookrunner,Bookrunner
MUFG Union,Commit,1000,150,2,Market,2,109,18.5,Bookrunner,Bookrunner
MUFG Union,Commit,1000,180,6,Market,1,67,1.3,Bookrunner,Bookrunner
Bank of America,Commit,1100,190,2,Market,2,92,4.9,Bookrunner,Bookrunner
Wells Fargo,Commit,500,70,3,Market,2,33,4.5,Bookrunner,Bookrunner
Goldman Sachs,Commit,1300,250,10,Below,0,133,37,Bookrunner,Bookrunner
Deutsche Bank,Commit,900,170,3,Above,2,69,10.1,Bookrunner,Bookrunner
Goldman Sachs,Commit,800,150,1,Market,2,54,17.9,Bookrunner,Bookrunner
Deutsche Bank,Decline,900,100,2,Market,3,137,16.7,Bookrunner,Participant
MUFG Union,Commit,1500,300,4,Below,1,168,4.2,Bookrunner,Bookrunner
Wells Fargo,Decline,900,60,3,Market,2,62,10.2,Bookrunner,Participant
Wells Fargo,Commit,200,30,3,Market,2,12,0.3,Bookrunner,Bookrunner
MUFG Union,Decline,1300,130,9,Market,0,89,6.1,Bookrunner,Participant
Bank of America,Decline,700,70,3,Market,2,64,6.9,Bookrunner,Participant
Goldman Sachs,Decline,1600,130,10,Market,0,194,16.3,Bookrunner,Participant
Wells Fargo,Commit,1400,230,5,Below,1,194,15.7,Bookrunner,Bookrunner
Wells Fargo,Commit,1800,300,3,Below,3,711,126.6,Participant,Bookrunner
Wells Fargo,Commit,2000,410,7,Market,0,198,54.5,Bookrunner,Bookrunner
Wells Fargo,Decline,600,60,2,Market,2,53,11,Bookrunner,Participant
Wells Fargo,Commit,200,40,2,Below,3,32,10.5,Bookrunner,Bookrunner
MUFG Union,Commit,700,100,2,Market,2,54,6.2,Participant,Bookrunner
Bank of America,Commit,1000,160,8,Market,0,147,47.3,Bookrunner,Bookrunner
Goldman Sachs,Decline,1500,140,8,Market,0,79,6.2,Bookrunner,Participant
MUFG Union,Commit,600,80,2,Market,1,29,3.8,Bookrunner,Bookrunner
Bank of America,Commit,1200,170,7,Market,0,120,1.6,Bookrunner,Bookrunner
Bank of America,Commit,1400,350,10,Market,0,114,49.9,Bookrunner,Bookrunner
MUFG Union,Commit,1000,190,5,Below,0,42,4.9,Bookrunner,Bookrunner
Wells Fargo,Commit,400,60,2,Market,2,52,5.5,Bookrunner,Bookrunner
Deutsche Bank,Decline,400,50,3,Below,2,41,7.3,Bookrunner,Bookrunner
Wells Fargo,Commit,1200,160,7,Above,0,95,23.3,Bookrunner,Bookrunner
Deutsche Bank,Decline,1800,160,4,Above,1,226,50.9,Bookrunner,Participant
Deutsche Bank,Decline,400,40,3,Market,2,47,8.6,Bookrunner,Participant
MUFG Union,Commit,2100,280,2,Market,2,130,10.5,Bookrunner,Bookrunner
MUFG Union,Commit,900,60,3,Above,2,221,17.2,Bookrunner,Participant
Wells Fargo,Commit,1200,210,3,Market,2,107,18.9,Bookrunner,Bookrunner
Wells Fargo,Commit,1200,290,4,Market,1,173,37.9,Participant,Bookrunner
Bank of America,Commit,1100,160,7,Market,1,197,29,Bookrunner,Bookrunner
Bank of America,Commit,1100,120,5,Market,2,192,37.4,Bookrunner,Participant
Wells Fargo,Commit,1900,200,3,Market,2,227,37,Bookrunner,Participant
Deutsche Bank,Commit,1700,380,4,Market,1,113,38.5,Bookrunner,Bookrunner
Deutsche Bank,Commit,600,80,2,Below,2,86,13.1,Bookrunner,Bookrunner
Deutsche Bank,Decline,1200,140,8,Market,0,116,15.3,Bookrunner,Participant
Goldman Sachs,Commit,800,130,2,Market,2,105,22.3,Bookrunner,Bookrunner
MUFG Union,Commit,1300,280,6,Market,1,106,10,Bookrunner,Bookrunner
Deutsche Bank,Commit,1000,150,5,Above,1,105,17.1,Bookrunner,Bookrunner
Deutsche Bank,Commit,1100,170,3,Market,2,134,34.4,Bookrunner,Bookrunner
Wells Fargo,Commit,500,70,2,Market,1,18,1.4,Bookrunner,Bookrunner
Goldman Sachs,Decline,1100,100,9,Below,0,131,9.4,Bookrunner,Participant
Deutsche Bank,Commit,1000,190,8,Above,0,85,9.8,Bookrunner,Bookrunner
Deutsche Bank,Commit,1200,260,8,Market,0,70,19.5,Participant,Bookrunner
Bank of America,Commit,1100,170,2,Market,2,67,18.6,Bookrunner,Bookrunner
MUFG Union,Commit,300,50,3,Market,2,32,8.9,Bookrunner,Bookrunner
Goldman Sachs,Commit,1200,220,6,Market,0,50,8.5,Bookrunner,Bookrunner
Bank of America,Commit,1400,200,5,Below,1,98,0,Participant,Bookrunner
Goldman Sachs,Commit,800,120,4,Market,2,144,35.7,Bookrunner,Bookrunner
Deutsche Bank,Decline,600,40,1,Market,2,67,4.3,Bookrunner,Participant
Bank of America,Decline,1900,110,6,Market,1,110,13.3,Bookrunner,Participant
Bank of America,Commit,1000,60,1,Below,2,105,0.8,Participant,Participant
MUFG Union,Commit,1400,220,3,Market,2,143,34.6,Bookrunner,Bookrunner
Bank of America,Commit,1500,240,4,Market,2,268,58.4,Bookrunner,Bookrunner
Deutsche Bank,Decline,1100,180,10,Market,0,30,4.1,Bookrunner,Bookrunner
MUFG Union,Commit,700,150,3,Below,3,116,36,Bookrunner,Bookrunner
Bank of America,Commit,900,130,2,Market,1,35,7.4,Bookrunner,Bookrunner
Deutsche Bank,Commit,2200,300,3,Market,2,228,20.3,Bookrunner,Bookrunner
Wells Fargo,Commit,1500,270,8,Market,0,119,43.4,Bookrunner,Bookrunner
MUFG Union,Commit,800,130,4,Market,1,107,1.9,Participant,Bookrunner
Bank of America,Commit,700,110,2,Market,2,58,12,Bookrunner,Bookrunner
Goldman Sachs,Decline,1000,130,8,Market,0,17,0.8,Bookrunner,Bookrunner
Deutsche Bank,Commit,900,180,1,Market,2,117,12.3,Participant,Bookrunner
Wells Fargo,Commit,1500,200,4,Market,2,268,33.8,Participant,Bookrunner
Goldman Sachs,Decline,1200,230,5,Market,0,49,0.5,Bookrunner,Bookrunner
MUFG Union,Commit,600,140,3,Market,2,86,30.7,Bookrunner,Bookrunner
MUFG Union,Commit,1000,200,4,Market,1,106,21.4,Bookrunner,Bookrunner
MUFG Union,Decline,800,70,3,Market,2,118,24.1,Bookrunner,Participant
Wells Fargo,Commit,1300,210,5,Above,0,55,7.9,Bookrunner,Bookrunner
Deutsche Bank,Decline,1100,200,9,Market,0,99,6.7,Bookrunner,Bookrunner
Deutsche Bank,Decline,1200,130,9,Market,0,145,21,Bookrunner,Participant
Bank of America,Commit,1500,200,6,Market,1,80,0,Participant,Bookrunner
Deutsche Bank,Commit,1100,190,3,Market,2,69,17.7,Bookrunner,Bookrunner
Deutsche Bank,Commit,1200,200,8,Market,0,153,30.9,Bookrunner,Bookrunner
Deutsche Bank,Decline,500,80,1,Market,2,126,7.4,Bookrunner,Bookrunner
Bank of America,Commit,400,70,2,Market,3,62,19.9,Bookrunner,Bookrunner
Bank of America,Commit,800,130,3,Market,2,59,8,Bookrunner,Bookrunner
Bank of America,Commit,700,110,1,Market,2,68,13.5,Bookrunner,Bookrunner
Goldman Sachs,Decline,1300,150,10,Market,0,112,15.5,Bookrunner,Participant
Bank of America,Commit,500,60,3,Market,2,52,8.9,Bookrunner,Bookrunner
Bank of America,Commit,1200,120,8,Market,0,116,22.7,Bookrunner,Participant
Bank of America,Commit,400,50,4,Market,1,53,0,Participant,Bookrunner
Bank of America,Commit,400,60,4,Market,1,22,4.7,Bookrunner,Bookrunner
Goldman Sachs,Decline,600,80,2,Market,2,63,0.4,Bookrunner,Bookrunner
Goldman Sachs,Commit,1700,210,8,Market,0,106,23.6,Bookrunner,Bookrunner
Deutsche Bank,Commit,700,110,2,Market,2,48,7.8,Bookrunner,Bookrunner
Bank of America,Commit,600,100,2,Market,2,57,17.5,Bookrunner,Bookrunner
Deutsche Bank,Decline,700,30,1,Above,2,92,5.2,Participant,Participant
Deutsche Bank,Commit,900,120,2,Market,3,150,8,Bookrunner,Bookrunner
Wells Fargo,Commit,1800,310,8,Market,0,159,41.5,Bookrunner,Bookrunner
Goldman Sachs,Decline,1100,130,7,Market,0,105,7.4,Bookrunner,Participant
Goldman Sachs,Commit,1800,310,7,Market,0,232,0,Participant,Bookrunner
Deutsche Bank,Commit,1200,180,4,Market,1,140,30.1,Bookrunner,Bookrunner
Goldman Sachs,Commit,1600,230,5,Market,0,35,7,Bookrunner,Bookrunner
Bank of America,Decline,400,60,4,Market,1,42,0.2,Bookrunner,Bookrunner
Goldman Sachs,Commit,1200,280,2,Above,2,131,2.9,Bookrunner,Bookrunner
Wells Fargo,Commit,700,60,1,Market,2,75,13.2,Bookrunner,Participant
Bank of America,Commit,700,120,3,Market,2,78,11.6,Participant,Bookrunner
Goldman Sachs,Commit,1700,290,8,Above,0,11,3,Bookrunner,Bookrunner
Wells Fargo,Commit,400,70,2,Market,3,63,2.6,Participant,Bookrunner
Deutsche Bank,Commit,800,160,3,Market,2,105,26.5,Participant,Bookrunner
Goldman Sachs,Commit,1800,250,6,Above,1,131,30.3,Bookrunner,Bookrunner
Goldman Sachs,Decline,900,100,2,Market,2,135,18.1,Bookrunner,Participant
MUFG Union,Commit,1100,210,5,Above,1,68,23.4,Bookrunner,Bookrunner
MUFG Union,Commit,1000,110,6,Market,1,121,9.9,Participant,Participant
Deutsche Bank,Decline,1400,170,4,Market,1,80,15.5,Bookrunner,Participant
Deutsche Bank,Decline,800,70,4,Market,1,57,6.7,Bookrunner,Participant
Goldman Sachs,Commit,1400,270,7,Above,0,142,30.7,Bookrunner,Bookrunner
Goldman Sachs,Decline,1900,290,2,Market,1,89,0.5,Bookrunner,Bookrunner
Wells Fargo,Commit,300,50,2,Market,2,30,1.5,Bookrunner,Bookrunner
MUFG Union,Commit,600,120,1,Market,2,78,23.3,Bookrunner,Bookrunner
MUFG Union,Commit,1000,60,4,Below,2,166,2,Participant,Participant
Wells Fargo,Commit,1300,220,6,Above,1,181,40.5,Participant,Bookrunner
Deutsche Bank,Decline,1300,150,10,Market,0,188,29.7,Bookrunner,Participant
MUFG Union,Commit,600,80,3,Market,3,95,1.7,Bookrunner,Bookrunner
Wells Fargo,Commit,2100,420,6,Above,1,183,2,Bookrunner,Bookrunner
Deutsche Bank,Commit,800,140,3,Market,2,55,1,Participant,Bookrunner
Wells Fargo,Commit,1000,130,4,Market,0,21,0.8,Bookrunner,Bookrunner
MUFG Union,Commit,600,80,3,Market,3,115,3.3,Bookrunner,Bookrunner
Goldman Sachs,Commit,1300,180,2,Market,2,109,9,Bookrunner,Bookrunner
Bank of America,Commit,1800,250,9,Below,0,203,52.2,Bookrunner,Bookrunner
Wells Fargo,Commit,900,150,2,Market,2,94,17.1,Bookrunner,Bookrunner
Deutsche Bank,Commit,600,110,4,Market,1,32,11,Bookrunner,Bookrunner
Goldman Sachs,Commit,900,140,2,Market,2,80,11.8,Bookrunner,Bookrunner
Deutsche Bank,Decline,1300,280,1,Below,2,127,0.8,Bookrunner,Bookrunner
Goldman Sachs,Commit,800,150,3,Market,2,80,20,Bookrunner,Bookrunner
Goldman Sachs,Commit,1400,220,7,Market,0,103,14.6,Bookrunner,Bookrunner
Bank of America,Commit,1300,190,3,Market,3,218,43.2,Bookrunner,Bookrunner
MUFG Union,Commit,1800,330,1,Above,2,135,41.3,Bookrunner,Bookrunner
Bank of America,Commit,1800,280,7,Market,0,213,0,Participant,Bookrunner
Wells Fargo,Decline,1200,140,3,Market,2,87,8.9,Bookrunner,Participant
Wells Fargo,Commit,900,160,1,Market,1,-22,-2.1,Bookrunner,Bookrunner
Bank of America,Commit,1800,280,4,Market,1,95,20.4,Participant,Bookrunner
MUFG Union,Decline,1300,100,6,Market,1,131,8.5,Bookrunner,Participant
Deutsche Bank,Commit,1200,170,5,Market,1,130,14.3,Bookrunner,Bookrunner
MUFG Union,Commit,1600,240,3,Market,2,114,22.9,Bookrunner,Bookrunner
Wells Fargo,Decline,1000,110,4,Market,1,113,6.6,Bookrunner,Participant
MUFG Union,Commit,1000,120,3,Market,1,44,10.6,Bookrunner,Bookrunner
Bank of America,Commit,600,80,3,Market,2,70,10.3,Bookrunner,Bookrunner
Goldman Sachs,Commit,300,40,3,Market,2,32,3.9,Bookrunner,Bookrunner
Wells Fargo,Commit,500,60,1,Market,3,80,19.4,Bookrunner,Participant
MUFG Union,Commit,1300,220,4,Market,1,135,26.3,Bookrunner,Bookrunner
Wells Fargo,Commit,600,100,4,Market,1,60,1.3,Bookrunner,Bookrunner
Wells Fargo,Commit,800,110,1,Market,3,133,20.6,Participant,Bookrunner
Bank of America,Decline,1400,70,3,Market,2,84,7.7,Bookrunner,Participant
Wells Fargo,Commit,700,130,3,Market,2,68,10.3,Bookrunner,Bookrunner
Wells Fargo,Commit,1200,200,3,Market,2,107,28,Bookrunner,Bookrunner
MUFG Union,Commit,1700,240,10,Above,0,218,17.4,Bookrunner,Bookrunner
Deutsche Bank,Commit,800,150,2,Above,2,177,8,Participant,Bookrunner
Goldman Sachs,Commit,900,140,2,Market,2,112,7.1,Bookrunner,Bookrunner
Wells Fargo,Commit,1200,100,5,Market,2,221,44.2,Bookrunner,Participant
Wells Fargo,Commit,900,50,2,Above,2,58,7,Bookrunner,Participant
Deutsche Bank,Commit,200,40,1,Market,2,22,9.1,Bookrunner,Bookrunner
MUFG Union,Commit,1300,250,9,Market,0,95,2.9,Participant,Bookrunner
MUFG Union,Commit,1000,190,2,Market,3,182,22.4,Bookrunner,Bookrunner
MUFG Union,Decline,1400,100,7,Below,0,119,13.7,Bookrunner,Participant
Bank of America,Commit,1000,180,3,Market,2,103,4.3,Participant,Bookrunner
Wells Fargo,Commit,1500,130,5,Market,1,123,12.3,Participant,Participant
MUFG Union,Commit,1400,300,9,Market,0,140,14.8,Bookrunner,Bookrunner
Bank of America,Commit,1700,250,6,Above,1,366,1.8,Bookrunner,Bookrunner
Deutsche Bank,Decline,900,90,2,Market,1,-2,-0.2,Bookrunner,Participant
MUFG Union,Commit,800,120,1,Market,2,78,12.9,Participant,Bookrunner
Wells Fargo,Commit,1800,250,8,Market,0,202,9.1,Bookrunner,Bookrunner
Goldman Sachs,Commit,800,110,1,Market,2,74,11.1,Bookrunner,Bookrunner
Deutsche Bank,Decline,800,140,2,Above,2,84,0.5,Bookrunner,Bookrunner
Wells Fargo,Commit,1300,170,9,Market,1,197,46.9,Bookrunner,Bookrunner
Goldman Sachs,Commit,500,90,2,Market,2,57,15.7,Participant,Bookrunner
MUFG Union,Commit,1200,130,5,Market,1,157,38.9,Bookrunner,Participant
Goldman Sachs,Commit,1500,360,7,Market,0,192,47.6,Bookrunner,Bookrunner
Bank of America,Commit,1600,290,3,Below,2,148,12.3,Bookrunner,Bookrunner
Bank of America,Commit,900,180,2,Market,1,27,5.6,Participant,Bookrunner
Deutsche Bank,Commit,1200,290,6,Above,1,136,7.5,Bookrunner,Bookrunner
MUFG Union,Commit,900,150,3,Market,2,105,7.9,Bookrunner,Bookrunner
MUFG Union,Commit,1400,170,5,Market,1,181,15.6,Participant,Participant
Bank of America,Commit,1700,210,2,Market,3,299,36.2,Bookrunner,Bookrunner
Bank of America,Commit,900,130,1,Market,2,100,24.3,Bookrunner,Bookrunner
Deutsche Bank,Commit,1300,220,8,Market,0,159,37.4,Bookrunner,Bookrunner
Goldman Sachs,Commit,1000,210,1,Market,2,110,39.3,Bookrunner,Bookrunner
Goldman Sachs,Commit,1100,190,5,Market,1,107,12.1,Bookrunner,Bookrunner
Wells Fargo,Commit,600,80,2,Market,2,72,14.2,Bookrunner,Bookrunner
Bank of America,Decline,1100,110,10,Below,0,108,6.3,Bookrunner,Participant
Wells Fargo,Commit,1300,250,7,Market,1,208,35.8,Bookrunner,Bookrunner
Bank of America,Decline,1500,150,3,Below,2,78,0.3,Participant,Participant
Bank of America,Commit,1600,300,6,Market,1,217,45.6,Bookrunner,Bookrunner
MUFG Union,Commit,600,90,2,Above,2,72,12.2,Bookrunner,Bookrunner
Deutsche Bank,Commit,1500,370,4,Market,1,151,8,Bookrunner,Bookrunner
Bank of America,Commit,900,140,1,Market,1,44,13.8,Bookrunner,Bookrunner
MUFG Union,Commit,600,120,2,Below,2,65,4.4,Bookrunner,Bookrunner
Wells Fargo,Commit,1200,180,1,Market,1,45,1.7,Bookrunner,Bookrunner
Deutsche Bank,Commit,800,150,1,Market,2,77,24.2,Bookrunner,Bookrunner
Wells Fargo,Commit,1000,150,7,Market,0,27,3.4,Bookrunner,Bookrunner
Wells Fargo,Commit,500,70,4,Market,1,62,0,Participant,Bookrunner
Bank of America,Commit,400,80,2,Market,2,44,3.9,Participant,Bookrunner
Deutsche Bank,Decline,1300,90,4,Market,1,135,1.6,Participant,Participant
Deutsche Bank,Commit,1900,260,4,Market,2,315,50.4,Bookrunner,Bookrunner
Goldman Sachs,Commit,1500,250,3,Market,2,134,13.5,Participant,Bookrunner
MUFG Union,Decline,1100,80,6,Market,1,81,4.2,Bookrunner,Participant
MUFG Union,Commit,1200,160,5,Market,1,128,19.1,Bookrunner,Bookrunner
MUFG Union,Commit,900,180,2,Market,2,135,32.9,Bookrunner,Bookrunner
Bank of America,Commit,800,60,1,Market,2,214,21.4,Bookrunner,Participant
Bank of America,Commit,800,180,1,Market,1,19,2.3,Bookrunner,Bookrunner
MUFG Union,Decline,1300,120,10,Market,0,73,12.4,Bookrunner,Participant
Deutsche Bank,Decline,500,60,2,Above,2,31,4.1,Bookrunner,Bookrunner
Wells Fargo,Commit,900,100,2,Above,2,75,13.4,Bookrunner,Participant
MUFG Union,Commit,1200,170,4,Market,1,97,16,Bookrunner,Bookrunner
Goldman Sachs,Decline,600,50,2,Market,2,72,15.9,Bookrunner,Participant
Deutsche Bank,Decline,1300,230,6,Market,1,131,3,Bookrunner,Bookrunner
Goldman Sachs,Commit,1000,170,10,Below,0,130,44.5,Bookrunner,Bookrunner
Goldman Sachs,Commit,300,50,3,Above,1,-6,-1.7,Bookrunner,Bookrunner
Deutsche Bank,Commit,1300,180,4,Market,1,194,42.1,Bookrunner,Bookrunner
Goldman Sachs,Decline,1100,130,8,Market,0,64,14,Bookrunner,Participant
Goldman Sachs,Commit,1500,300,2,Below,2,139,39.1,Participant,Bookrunner
Bank of America,Commit,600,110,1,Above,2,44,9.2,Bookrunner,Bookrunner
Wells Fargo,Commit,1100,210,10,Market,0,94,30.3,Bookrunner,Bookrunner
Goldman Sachs,Decline,1100,90,9,Above,0,136,17.1,Bookrunner,Participant
Deutsche Bank,Commit,1600,210,7,Market,0,192,21.7,Bookrunner,Bookrunner
Deutsche Bank,Decline,1100,140,7,Market,0,65,0.4,Bookrunner,Bookrunner
Bank of America,Commit,1000,130,3,Market,3,186,8,Participant,Bookrunner
Wells Fargo,Commit,1100,210,9,Market,0,99,18.4,Bookrunner,Bookrunner
Goldman Sachs,Commit,600,100,3,Market,2,70,8.4,Bookrunner,Bookrunner
Bank of America,Commit,1100,180,8,Market,0,29,2.9,Bookrunner,Bookrunner
Goldman Sachs,Commit,1400,230,4,Market,0,58,5.5,Bookrunner,Bookrunner
Deutsche Bank,Commit,400,80,1,Market,2,43,17.3,Bookrunner,Bookrunner
MUFG Union,Decline,800,70,3,Market,2,118,21.6,Bookrunner,Participant
Goldman Sachs,Decline,1800,190,3,Below,1,-62,-13.2,Participant,Participant
Wells Fargo,Commit,1800,260,4,Market,1,104,22,Bookrunner,Bookrunner
Bank of America,Commit,1300,220,9,Below,1,218,31.8,Bookrunner,Bookrunner
Wells Fargo,Decline,300,30,2,Market,2,37,4.4,Bookrunner,Participant
Bank of America,Commit,900,130,1,Market,2,103,22,Participant,Bookrunner
MUFG Union,Decline,600,50,3,Market,2,37,4.8,Bookrunner,Participant
Wells Fargo,Commit,200,30,4,Market,1,18,5.4,Bookrunner,Bookrunner
Deutsche Bank,Commit,1500,230,6,Market,2,246,5.2,Bookrunner,Bookrunner
Bank of America,Commit,900,120,3,Market,2,90,8.4,Bookrunner,Bookrunner
Wells Fargo,Commit,1300,210,3,Below,2,107,14.1,Bookrunner,Bookrunner
Bank of America,Commit,1600,280,1,Market,2,124,1.9,Bookrunner,Bookrunner
Bank of America,Commit,1300,160,4,Market,1,194,24.3,Bookrunner,Bookrunner
Deutsche Bank,Commit,1400,200,6,Market,1,154,43.9,Bookrunner,Bookrunner
Wells Fargo,Commit,500,110,2,Market,2,45,3.5,Bookrunner,Bookrunner
Wells Fargo,Commit,1700,250,10,Market,0,246,14.3,Bookrunner,Bookrunner
MUFG Union,Decline,1100,110,8,Market,0,165,16.7,Bookrunner,Participant
Wells Fargo,Commit,1600,270,6,Market,2,264,64.4,Bookrunner,Bookrunner
Bank of America,Commit,1300,170,4,Above,1,191,2.7,Bookrunner,Bookrunner
Bank of America,Commit,400,70,2,Market,2,44,10,Participant,Bookrunner
Deutsche Bank,Decline,900,110,2,Market,2,70,3.3,Bookrunner,Bookrunner
Bank of America,Commit,1200,250,4,Market,1,118,35,Bookrunner,Bookrunner
Deutsche Bank,Commit,500,70,2,Market,2,52,11.1,Bookrunner,Bookrunner
MUFG Union,Decline,1600,140,8,Market,0,174,17.1,Bookrunner,Participant
Deutsche Bank,Commit,1500,270,8,Market,0,128,41.2,Bookrunner,Bookrunner
MUFG Union,Commit,1100,210,5,Market,1,135,5.8,Bookrunner,Bookrunner
Deutsche Bank,Commit,1000,170,8,Market,0,64,16.4,Bookrunner,Bookrunner
Bank of America,Commit,1000,140,5,Below,0,42,5.3,Bookrunner,Bookrunner
Bank of America,Commit,1500,220,10,Market,0,217,29.9,Bookrunner,Bookrunner
Wells Fargo,Commit,700,100,2,Market,2,80,1.1,Bookrunner,Bookrunner
Goldman Sachs,Commit,800,130,3,Market,2,96,24.8,Bookrunner,Bookrunner
Goldman Sachs,Commit,1100,240,2,Market,2,67,22.1,Participant,Bookrunner
Wells Fargo,Commit,1200,110,3,Below,2,161,25.6,Participant,Participant
Goldman Sachs,Commit,1200,180,3,Market,2,87,13.7,Bookrunner,Bookrunner
Deutsche Bank,Commit,1100,150,9,Market,0,154,5.4,Bookrunner,Bookrunner
Wells Fargo,Commit,1900,370,1,Market,2,174,63.3,Bookrunner,Bookrunner
Wells Fargo,Commit,500,70,3,Above,2,48,13.2,Bookrunner,Bookrunner
Goldman Sachs,Commit,800,150,1,Market,2,114,35.7,Bookrunner,Bookrunner
MUFG Union,Commit,600,70,2,Below,2,61,11.8,Bookrunner,Bookrunner
Bank of America,Commit,700,120,2,Market,1,25,6.8,Bookrunner,Bookrunner
Wells Fargo,Commit,300,50,3,Market,2,31,2.9,Participant,Bookrunner
MUFG Union,Commit,1400,310,4,Market,1,111,48.8,Bookrunner,Bookrunner
Bank of America,Commit,2000,340,4,Market,1,240,30.7,Bookrunner,Bookrunner
Wells Fargo,Commit,1500,250,10,Market,0,217,16.9,Bookrunner,Bookrunner
Goldman Sachs,Decline,200,20,4,Below,2,32,2.2,Bookrunner,Participant
Bank of America,Decline,400,40,1,Below,2,27,3,Bookrunner,Participant
MUFG Union,Commit,500,80,2,Market,2,64,0.1,Bookrunner,Bookrunner
Goldman Sachs,Commit,900,120,4,Market,1,115,5.4,Bookrunner,Bookrunner
Wells Fargo,Commit,900,190,3,Market,2,49,6.3,Bookrunner,Bookrunner
Goldman Sachs,Commit,1500,260,3,Market,2,121,1.8,Bookrunner,Bookrunner
Deutsche Bank,Commit,1000,160,8,Market,0,73,13.8,Bookrunner,Bookrunner
Wells Fargo,Commit,1000,180,6,Market,2,203,40.4,Bookrunner,Bookrunner
Deutsche Bank,Decline,2200,200,8,Market,1,355,25.9,Bookrunner,Participant
MUFG Union,Commit,400,50,2,Market,1,4,0.7,Bookrunner,Bookrunner
Deutsche Bank,Commit,1100,160,3,Market,2,129,21.3,Participant,Bookrunner
Bank of America,Decline,500,90,2,Market,2,42,2,Bookrunner,Bookrunner
Goldman Sachs,Commit,1200,200,4,Market,1,118,7,Bookrunner,Bookrunner
Goldman Sachs,Commit,400,70,1,Market,1,15,1.6,Bookrunner,Bookrunner
Bank of America,Commit,1100,130,3,Market,2,127,1.1,Participant,Bookrunner
MUFG Union,Commit,1200,260,2,Market,2,75,23.9,Bookrunner,Bookrunner
Bank of America,Commit,1200,180,2,Above,2,131,29.3,Participant,Bookrunner
